민원접수일,민원접수시간,주소,경도,위도,도로명주소
20231227,18:27:00,서울특별시 성북구 보문로22길 36,127.022381325102,37.5839815608314,"보문로22길, 안암동3가, 안암동, 성북구, 서울특별시, 02858, 대한민국"
20240301,13:17:00,서울 서대문구 대현동 37-33,126.944116290199,37.5579598953313,"이화여대3길, 대현동, 신촌동, 서대문구, 서울특별시, 03766, 대한민국"
20231205,11:45:00,강남대로 12길 6,127.0399517,37.4694456,"강남대로12길, 양재동, 양재2동, 서초구, 서울특별시, 06779, 대한민국"
20231218,18:30:00,강동구 천호대로157길54번지 앞도로 ,127.127978643189,37.5400093989839,"천호대로157길, 천호2동, 강동구, 서울특별시, 05329, 대한민국"
20231206,21:04:00,도곡동 952-11,127.03428795198715,37.48583683625963,"덕유산한우직판장, 강남대로44길, 도곡동, 도곡1동, 강남구, 서울특별시, 06266, 대한민국"
20231113,19:12:00,서울특별시 마포구 방울내로 4,126.8988563,37.5564731,"방울내로, 3통, 망원2동, 마포구, 서울특별시, 03954, 대한민국"
20240305,13:59:00,"서울 강동구 양재대로134길 20 P23 앞 주변도로, 골목사거리",127.144710036117,37.5475741474101,"양재대로134길, 명일1동, 강동구, 서울특별시, 05292, 대한민국"
20231207,20:46:00,명동길 53 올리브영 매장 앞,126.985176312614,37.5640899581142,"53, 명동길, 명동1가, 명동, 중구, 서울특별시, 04538, 대한민국"
20231113,08:27:00,서초구 방배중앙로23길 19 동명교회   옆 골목 ,126.984764166751,37.4925035114361,"방배중앙로23길, 방배4동, 서초구, 서울특별시, 06560, 대한민국"
20240218,14:10:00,서울특별시 종로구 종로30길 33,126.9954494,37.570096,"종로28가길, 종로4가, 종로1·2·3·4가동, 종로구, 서울특별시, 03194, 대한민국"
20240302,01:10:00,서울특별시 강동구 천호대로168다길 25,127.129818,37.5343765,"천호대로162가길, 성내2동, 강동구, 서울특별시, 05383, 대한민국"
20231110,19:38:00,서울특별시 송파구 송파대로 567,127.09208154238122,37.51360195969338,"506동, 506, 잠실로, 잠실3동, 송파구, 서울특별시, 05503, 대한민국"
20231228,14:19:00,율곡로19길 57,127.007526251383,37.5767899980859,"율곡로19길, 이화동, 종로구, 서울특별시, 03087, 대한민국"
20240216,20:29:00,서울 서대문구 남가좌동 152-58,126.91607689698992,37.57005340276533,"수색로2길, DMC 파크뷰자이 1단지아파트, 남가좌1동, 서대문구, 서울특별시, 03712, 대한민국"
20240110,12:11:00,서울특별시 서초구 강남대로18길 16-8,127.03960454689796,37.47161386781229,"강남대로18길, 양재동, 양재2동, 서초구, 서울특별시, 06779, 대한민국"
20231204,15:00:00,논현동 214-24 정문앞 / 45부8680 (견인요청),127.03378565549248,37.51284013635773,"논현로124길, 논현2동, 강남구, 서울특별시, 06106, 대한민국"
20240207,18:09:00,서울특별시 종로구 자하문로 35-3,126.9712142944336,37.57905197143555,"미래부동산, 자하문로, 통인동, 청운효자동, 종로구, 서울특별시, 03044, 대한민국"
20240229,07:20:00,화2/곰달래로33가길 1,126.85197012708764,37.531416466216754,"곰달래로33가길, 화곡2동, 강서구, 서울특별시, 07783, 대한민국"
20231116,15:42:00,서울특별시 용산구 이촌로 74,126.95661532092342,37.5255906998685,"천주교 순교성지 새남터 기념성당, 80-8, 이촌로, 이촌2동, 용산구, 서울특별시, 04380, 대한민국"
20231123,09:11:00,강동구 천호대로157길54번지 앞도로,127.127978643189,37.5400093989839,"천호대로157길, 천호2동, 강동구, 서울특별시, 05329, 대한민국"
20240224,18:57:00, 동작대로25길 10,126.98138174055715,37.48646429286484,"동작대로25길, 사당2동, 동작구, 서울특별시, 07008, 대한민국"
20240120,20:50:00,(중앙동)은천로 110,126.94746364946953,37.4866860888273,"CF클리닉, 중앙길, 봉천동, 중앙동, 관악구, 서울특별시, 08729, 대한민국"
20240216,09:40:00,역삼동 736-16 /  양화타워 주변,127.03432102849672,37.49943753048053,"논현로87길, 역삼1동, 강남구, 서울특별시, 06235, 대한민국"
20240206,17:55:00,서울특별시 송파구 토성로 38-6,127.114043325525,37.52942467138674,"토성로4길, 풍납동, 풍납2동, 송파구, 서울특별시, 05536, 대한민국"
20240129,11:22:00,금천구 범안로 1152  횡단보도 및 안전지대,126.889851268154,37.4663594788208,"태영사우나, 벚꽃로, 독산1동, 금천구, 서울특별시, 08587, 대한민국"
20231115,17:58:00,양녕로10길6 앞,126.947262993569,37.4859017619554,"양녕로10길, 봉천동, 중앙동, 관악구, 서울특별시, 08747, 대한민국"
20240226,13:58:00,서울특별시 마포구 백범로1길 60,126.939951117725,37.5554551501745,"백범로1길, 19통, 대흥동, 마포구, 서울특별시, 04103, 대한민국"
20240203,11:44:00,성산로4길46 ,126.909276200165,37.5634510122067,"뒤뜰어린이공원, 성산로4안길, 성산1동, 마포구, 서울특별시, 03966, 대한민국"
20240307,19:18:00,서울특별시 용산구 신흥로7길 68,126.984639858165,37.5439995295465,"용산동2가, 용산2가동, 용산구, 서울특별시, 04338, 대한민국"
20231211,11:36:00,서울특별시 영등포구 당산동2가  16-2,126.892531,37.520829972222224,"영등포로20길, 당산동2가, 당산1동, 영등포구, 서울특별시, 07294, 대한민국"
20240208,07:55:00,서울특별시 동대문구 외대역동로 90,127.0656078,37.5960806,"이문동, 이문2동, 동대문구, 서울특별시, 02403, 대한민국"
20240102,21:56:00,강동구 암사길 27 천호새마을금고 암사지점 앞 이면도로,127.132291500227,37.5518748505979,"암사5길, 암사1동, 강동구, 서울특별시, 05241, 대한민국"
20231125,18:10:00,(서원동)관천로 44,126.9271820249747,37.48354432588656,"관천로, 서원동, 관악구, 서울특별시, 08776, 대한민국"
20231203,17:35:00,서울특별시 서초구 방배중앙로5길 29-24,126.9908814,37.481277,"이수중학교, 32, 방배중앙로3길, 방배2동, 서초구, 서울특별시, 06681, 대한민국"
20240223,19:23:00,서울특별시 동대문구 전농로 50-1,127.0572937,37.5694144,"바지락칼국수, 전농로, 답십리2동, 동대문구, 서울특별시, 02616, 대한민국"
20240305,23:28:00,홍익문화공원(와우산로21길 19-3) 주변,126.923403025643,37.5522465823191,"와우산로21길, 홍대거리, 서교동, 마포구, 서울특별시, 04040, 대한민국"
20240221,05:48:00," 신월동 12-4 수명아파트 105,106동 입구앞",126.827052221012,37.5409243694086,"15, 화곡로3길, 신월5동, 양천구, 서울특별시, 07902, 대한민국"
20240123,13:33:00,서울 용산구 청파로49길6,126.969873077308,37.5454790994858,"청파로49길, 청파동2가, 청파동, 용산구, 서울특별시, 04321, 대한민국"
20231127,07:32:00, 대치동 900-63 / 앞 주변 출입구,127.05373508093002,37.50273923891383,"선릉로82길, 대치4동, 강남구, 서울특별시, 06196, 대한민국"
20231213,21:08:00,서울특별시 광진구 영화사로15길 8,127.0943767,37.5547923,"영화사로15길, 구의2동, 광진구, 서울특별시, 04944, 대한민국"
20231215,13:55:00,동숭3길38,127.004898229393,37.5826952505821,"동숭3길, 동숭동, 이화동, 종로구, 서울특별시, 03086, 대한민국"
20240217,23:15:00,서울특별시 용산구 신흥로9길 7,126.987075439927,37.5426252564114,"신흥로9길, 용산동2가, 용산2가동, 용산구, 서울특별시, 04338, 대한민국"
20231217,15:12:00,서울 마포구 노고산동 49-51,126.93469905098378,37.55536091104665,"신촌로12가길, 동교동, 서교동, 마포구, 서울특별시, 04057, 대한민국"
20231213,17:15:00,(조원동) 조원로 5-6,126.90338443252068,37.48376377714264,"조원로, 힐스테이트뉴포레, 조원동, 관악구, 서울특별시, 08391, 대한민국"
20240110,20:55:00,(청룡동)관악로 125 내용참조,126.9521003929966,37.476432326274754,"관악로, 서울대입구 삼성아파트, 청룡동, 관악구, 서울특별시, 08832, 대한민국"
20240111,11:43:00,서울특별시 마포구 대흥로28길 4,126.94622863416846,37.55527437239936,"대흥로28길, 11통, 대흥동, 마포구, 서울특별시, 03767, 대한민국"
20231111,09:57:00,서울특별시 용산구 이촌로 74,126.95655876596254,37.52557491154249,"천주교 순교성지 새남터 기념성당, 80-8, 이촌로, 이촌2동, 용산구, 서울특별시, 04380, 대한민국"
20240225,18:15:00,서울특별시 중랑구 봉화산로 179,127.093165,37.6062218,"신내2동주민센터, 190, 봉화산로, 상봉동, 신내2동, 중랑구, 서울특별시, 02098, 대한민국"
20231223,15:48:00,*화3/  강서로33가길 56,126.83749684054952,37.54391231986126,"68, 강서로33가길, 화곡3동, 강서구, 서울특별시, 07706, 대한민국"
20240112,08:59:00,서울특별시 송파구 백제고분로39길 36,127.10343049098314,37.50728328560767,"백제고분로39길, 석촌동, 송파구, 서울특별시, 05609, 대한민국"
20231101,20:47:00,논현동 172-26 / 91라1737,127.02972484296858,37.50877094050755,"봉은사로21길, 논현동, 논현1동, 강남구, 서울특별시, 06115, 대한민국"
20231218,00:43:00,(인헌동) 인헌7길 9 (인헌3가길방향),126.96731879066974,37.47340786967392,"9, 인헌7길, 인헌동, 관악구, 서울특별시, 08797, 대한민국"
20231217,08:07:00,도신로15가길 3-1(도림동 250-7)한라자동차 정문 앞,126.899132360086,37.5063643146183,"도신로15가길, 도림동, 영등포구, 서울특별시, 07380, 대한민국"
20240113,02:30:00,신사동 657-29,127.0385061950993,37.52592350945975,"선릉로157길, 압구정로데오거리, 신사동, 강남구, 서울특별시, 06018, 대한민국"
20240127,14:20:00,중랑구 중랑역로14길 8 앞 공유지,127.076199692495,37.5965157645949,"중랑역로14길, 중화동, 중화2동, 중랑구, 서울특별시, 02102, 대한민국"
20231124,19:46:00,서울특별시 송파구 백제고분로12길 11-11,127.08145059972222,37.5049404,"백제고분로12길, 잠실본동, 송파구, 서울특별시, 05575, 대한민국"
20240207,17:52:00,서울 강남구 청담동 92-7,127.04355628550805,37.52401838775389,"도산대로63길, 청담동, 강남구, 서울특별시, 06062, 대한민국"
20231107,08:56:00,개포동 1164-12,127.05288300208434,37.4731820603898,"논현로2길, 개포4동, 강남구, 서울특별시, 06313, 대한민국"
20240123,19:12:00,화4/등촌로 15,126.86349033720228,37.531394304265575,"등촌로3길, 화곡4동, 강서구, 서울특별시, 07786, 대한민국"
20231206,15:40:00,서울특별시 용산구 한강대로 372,126.9735245,37.5513117,"센트레빌아스테리움서울, 남영동, 용산구, 서울특별시, 04334, 대한민국"
20240125,16:40:00,(난곡동) 난곡로30길 46,126.92192665644038,37.47061599004779,"난곡동주민센터, 40, 난곡로30길, 강원학사, 난곡동, 관악구, 서울특별시, 08854, 대한민국"
20240127,00:19:00,(조원동) 조원로 136-1,126.91748768534691,37.48523635399886,"신사시장, 신사로14길, 신사동, 관악구, 서울특별시, 08762, 대한민국"
20240213,10:04:00,마포구 동교로15길 6,126.915020772271,37.5552159413792,"동교로15길, 서교동, 마포구, 서울특별시, 04003, 대한민국"
20240228,15:18:00,서울 마포구 대흥동 803-1,126.94090127937426,37.54776876423288,"82-3, 백범로, 2통, 대흥동, 마포구, 서울특별시, 04096, 대한민국"
20240122,16:59:00,은평구 역말로2길 대성마트 시거리 코너,126.911097399713,37.6038741893115,"연서로5길, 역촌동, 은평구, 서울특별시, 03415, 대한민국"
20231127,14:57:00,논현동 139-4 / 코너모퉁이 ,127.02613315927178,37.51090942312901,"학동로12길, 논현동, 논현1동, 강남구, 서울특별시, 06115, 대한민국"
20231104,18:28:00,서울특별시 마포구 월드컵로30다길 1,126.9069963888889,37.56219461111111,"월드컵로30다길, 성산1동, 마포구, 서울특별시, 03965, 대한민국"
20240114,15:36:00,서울특별시 서대문구 동교로 290,126.927393737787,37.5646739423679,"동교로, 연희동, 서대문구, 서울특별시, 03983, 대한민국"
20240224,23:37:00,(낙성대동) 관악로14길 45,126.95505392437434,37.47880314159551,"관악로14길, 낙성대동, 관악구, 서울특별시, 08738, 대한민국"
20240119,10:29:00,서울특별시 서대문구 연희맛로 23,126.9293546,37.5668451,"연희맛로, 연희동, 서대문구, 서울특별시, 03724, 대한민국"
20231227,19:51:00,서울특별시 구로구 새말로16길 34,126.891038,37.504085,"공원로6나길, 구로5동, 구로구, 서울특별시, 07376, 대한민국"
20240112,12:03:00,서울특별시 도봉구 도당로7길 40,127.03240833333334,37.661791666666666,"도당로7길, 방학3동, 도봉구, 서울특별시, 01384, 대한민국"
20231203,01:10:00,서울특별시 용산구 후암로28길 38,126.9792822,37.5493335,"후암로28길, 후암동, 용산구, 서울특별시, 04327, 대한민국"
20240111,21:54:00,마포구 월드컵북로47길 46 상암월드컵파크2단지아파트 앞 월드컵북로47길 도로 양쪽(첨부파일 붉은선 표시지역),126.890732633876,37.57488208914,"월드컵파크2단지, 매봉산로, 3통, 상암동, 마포구, 서울특별시, 03909, 대한민국"
20240304,00:17:00,서울특별시 성동구 마조로3가길 5,127.0398451,37.5588446,"마조로3가길, 사근동, 성동구, 서울특별시, 04744, 대한민국"
